"Action Context","Action Type","Action URL","App Name","App Version","Apple Id Number","Click Target","Client ID","Coming Soon","Consented TV Providers","Content Provider Brand ID","Content Type","Destination URL","Dialog Message Text","Dialog Response","Dialog Response Options","Dialog Subject ID","Dialog Type","Event Time","Event Type","External Reference URL","Feature Title","Hardware Brand","Hardware Family","Hardware Model","IP City","IP Country","IP Latitude","IP Longitude","IP Network","IP Network Type","IP Region","Impressed Content Names","Masked IP Address","Media Id","Media Play Position (MS)","Network Connection Type","Non Consented TV Providers","OS Languages","OS Version","Offer Type","On Web App","Operating System","Opted-in for Personalization","Page History","Page ID","Page Type","Page URL","Referral App Name","Screen Height (Pixels)","Screen Pixel Ratio","Screen Width (Pixels)","Search Term","Sensitive Content Type","Start Type","Store Front Name","Subscribed TV Providers","TV Provider Apps","Tab","Timezone Offset (Minutes)","Type","Upsell State","Upsell Trigger","Upsell Type","Visit ID","Window Inner Height (Pixels)","Window Inner Width (Pixels)","Window Outer Height (Pixels)","Window Outer Width (Pixels)"
"","","","Apple TV App","1","405952270","","Mur8gxyhM4rM_cpnmDcak_JRLj1LiKHYA9tZBQctzZ8","","Hulu|Showtime Anytime|FXNOW|TNT|TBS|ESPN|HBO GO","","","","","","","","","2020-02-23T23:27:03.173Z","page","","","Apple","iPhone","iPhone XS","SALTLAKECITY","US","40.7566","-111.8992","qwest","","UT","","65.126.127.0","","","WiFi","Prime Video|Music","en-US|el-US|ru-RU","13.3.1","","false","iOS","Grace","WatchNow_edt.cvs.5c3786c3-3593-465b-83ba-ae6a4d33b199|TVShow_umc.cmc.1nfdfd5zlk05fo1bwwetzldy3|TVShow_umc.cmc.1nfdfd5zlk05fo1bwwetzldy3","umc.cmc.2yj3ln6jbih2t3dr689xuslnh","TVEpisode","","","812","3.0","375","","","","United States","com.amazon.aiv.AIVApp|com.apple.Music|com.disney.disneyplus|com.espn.ScoreCenter|com.fxnetworks.ios.FXNOW|com.hbo.hbogo|com.hulu.plus|com.showtime.showtimeanytime|com.turner.TNT","com.apple.tv|com.espn.fantasyFootball|com.netflix.Netflix|com.turner.TBS","watchnow","420","","","","","5da1f174-58a8-4aba-89c0-c89ec2e79eaa_3_1582500401343","","","812","375"
"","","","Apple TV App","1","405952270","","Mur8gxyhM4rM_cpnmDcak_JRLj1LiKHYA9tZBQctzZ8","","Hulu|Showtime Anytime|FXNOW|TNT|TBS|ESPN|HBO GO","","","","","","","","","2020-02-23T23:27:02.667Z","impressions","","","Apple","iPhone","iPhone XS","SALTLAKECITY","US","40.7566","-111.8992","qwest","","UT","[null,null,null,null,null,null,null,trailers,umc_id,1,2,null,WrappedArray(),Shelf,Trailers,null,null,null,null,null,null,null,null,null,null,null,null]|[play,null,null,null,null,null,1492536341;63844559;Preview,umc.cmr.atvp.vc.4b9f962w3tpq12j73nlesbbyi,umc_id,2,0,1,WrappedArray(1582498546501),trailer,,null,null,null,null,null,null,null,null,null,null,null,null]|[null,null,null,null,null,null,null,umc.cmc.3g1mczg6brq5iifcrw6jyfzgh,umc_id,3,0,null,WrappedArray(),ProductBanner,null,null,null,null,null,null,null,null,null,null,null,null,null]|[Play,null,tvs.sbd.4000,null,Show,Subscription,VHRQT0560106,umc.cmc.3g1mczg6brq5iifcrw6jyfzgh,umc_id,4,2,3,WrappedArray(1582498546501),BannerButton,null,null,null,null,null,null,null,null,null,umc.cmr.atvp.ep.152ewhddozyfs42fz2tlzc5q,null,null,null]|[null,null,null,null,null,null,null,episodeShelf,umc_id,5,1,null,WrappedArray(),episodeShelf,null,null,null,null,null,null,null,null,null,null,null,null,null]|[play,null,null,null,Episode,null,null,umc.cmc.3g1mczg6brq5iifcrw6jyfzgh,umc_id,6,5,5,WrappedArray(1582498546501),lockup,null,null,null,null,null,null,null,null,null,null,null,null,null]|[play,null,null,null,Episode,null,null,umc.cmc.2yj3ln6jbih2t3dr689xuslnh,umc_id,7,7,5,WrappedArray(1582500407420),lockup,null,null,null,null,null,null,null,null,null,null,null,null,null]","65.126.127.0","","","WiFi","Prime Video|Music","en-US|el-US|ru-RU","13.3.1","","false","iOS","Grace","","umc.cmc.1nfdfd5zlk05fo1bwwetzldy3","TVShow","","","812","3.0","375","","","","United States","com.amazon.aiv.AIVApp|com.apple.Music|com.disney.disneyplus|com.espn.ScoreCenter|com.fxnetworks.ios.FXNOW|com.hbo.hbogo|com.hulu.plus|com.showtime.showtimeanytime|com.turner.TNT","com.apple.tv|com.espn.fantasyFootball|com.netflix.Netflix|com.turner.TBS","watchnow","420","","","","","5da1f174-58a8-4aba-89c0-c89ec2e79eaa_3_1582500401343","","","812","375"
"","Download","","Apple TV App","1.0","405952270","BannerButton_Download","Mur8gxyhM4rM_cpnmDcak_JRLj1LiKHYA9tZBQctzZ8","","Hulu|NBC Sports|CBS All Access|ABC|STARZ|NBC|Sundance Now|EPIX|Prime Video|AT&T TV|HBO GO|HBO NOW","","","","","","","","","2020-02-23T23:27:02.120Z","click","","","Apple","iPhone","iPhone XS","SALTLAKECITY","US","40.7566","-111.8992","qwest","","UT","","65.126.127.0","","","WiFi","Comedy Central|Music","en-US","13.3.1","","false","iOS","Grace","","umc.cmc.1nfdfd5zlk05fo1bwwetzldy3","TVShow","","","812","3.0","375","","","","United States","com.amazon.aiv.AIVApp|com.apple.Music|com.disney.disneyplus|com.espn.ScoreCenter|com.fxnetworks.ios.FXNOW|com.hbo.hbogo|com.hulu.plus|com.showtime.showtimeanytime|com.turner.TNT","com.apple.tv|com.netflix.Netflix","watchnow","420","","","","","5da1f174-58a8-4aba-89c0-c89ec2e79eaa_3_1582500401343","","","812","375"
"","Download","","Apple TV App","1.0","405952270","BannerButton_Download","Mur8gxyhM4rM_cpnmDcak_JRLj1LiKHYA9tZBQctzZ8","","Hulu|NBC Sports|Disney+|NBC|CNN|AMC|Prime Video|Music|ESPN|HBO NOW","","","","","","","","","2020-02-23T23:27:02.120Z","click","","","Apple","iPhone","iPhone XS","SALTLAKECITY","US","40.7566","-111.8992","qwest","","UT","[null,null,null,null,null,null,null,HowToWatchShelf,umc_id,1,1,null,WrappedArray(),howToWatch,HowToWatch,null,null,null,null,null,null,null,null,null,null,null,null]|[Play,null,tvs.sbd.4000,null,null,null,null,howToWatch,its_id,2,0,1,WrappedArray(1574519634792),howToWatch,Play,null,null,null,null,null,null,null,null,null,null,null,null]|[null,null,null,null,null,null,null,umc.cmc.9lurme2pu4stlj61qf6wul4k,umc_id,3,0,null,WrappedArray(),ProductBanner,null,null,null,null,null,null,null,null,null,null,null,null,null]|[Play,null,tvs.sbd.4000,null,Episode,Subscription,VMSHO0560104,umc.cmc.9lurme2pu4stlj61qf6wul4k,umc_id,5,2,3,WrappedArray(1574519634792),BannerButton,null,null,null,null,null,null,null,null,null,umc.cmr.atvp.ep.3bvt985iaqjbkng9a2ridonik,null,null,null]|[Play,null,tvs.sbd.4000,null,Episode,Subscription,VMSHO0560104,umc.cmc.9lurme2pu4stlj61qf6wul4k,umc_id,5,2,3,WrappedArray(1574519634792),BannerButton,null,null,null,null,null,null,null,null,null,umc.cmr.atvp.ep.3bvt985iaqjbkng9a2ridonik,null,null,null]","65.126.127.0","","","WiFi","","en-US","13.3.1","","false","iOS","Grace","","","TVShow","","","812","3.0","375","","","","United States","com.amazon.aiv.AIVApp|com.apple.Music|com.disney.disneyplus|com.espn.ScoreCenter|com.fxnetworks.ios.FXNOW|com.hbo.hbogo|com.hulu.plus|com.showtime.showtimeanytime|com.turner.TNT","com.apple.Music|com.apple.tv","watchnow","420","","","","","5da1f174-58a8-4aba-89c0-c89ec2e79eaa_3_1582500401343","","","812","375"
"","play","","Apple TV App","1","405952270","umc.cmc.2yj3ln6jbih2t3dr689xuslnh","Mur8gxyhM4rM_cpnmDcak_JRLj1LiKHYA9tZBQctzZ8","","","","Episode","","","","","","","2020-02-23T23:27:02.112Z","click","","","Apple","iPhone","iPhone XS","SALTLAKECITY","US","40.7566","-111.8992","qwest","","UT","[null,null,null,null,null,null,null,uts.col.Person.umc.cpc.1yjsapucucpycq3fmuqx8qdvm.Movies,umc_id,1,0,null,WrappedArray(),Shelf,Movies,null,null,null,null,null,null,null,[edt.shelf.PersonShelf1,null,Lockup,PersonShelf,null,null,null],null,null,null,null]|[null,null,null,null,null,null,null,umc.cmc.7k1wpgragsjq82gdjizreb0jk,umc_id,2,1,1,WrappedArray(1557787173405),swoosh,null,null,null,null,null,null,null,null,null,null,null,null,null]|[null,null,null,null,null,null,null,umc.cmc.55cb5sz4s2llv0bcz876f7me4,umc_id,3,0,1,WrappedArray(1557787173405),swoosh,null,null,null,null,null,null,null,null,null,null,null,null,null]|[null,null,null,null,null,null,null,umc.cmc.7k1wpgragsjq82gdjizreb0jk,umc_id,4,1,1,WrappedArray(1557787173405),swoosh,null,null,null,null,null,null,null,null,null,null,null,null,null]","65.126.127.0","","","WiFi","","en-SA|ar-SA|ars-Arab-SA","13.3.1","","false","iOS","Grace","","","TVShow","","","812","3.0","375","","","","United States","com.amazon.aiv.AIVApp|com.apple.Music|com.disney.disneyplus|com.espn.ScoreCenter|com.fxnetworks.ios.FXNOW|com.hbo.hbogo|com.hulu.plus|com.showtime.showtimeanytime|com.turner.TNT","com.apple.Music|com.apple.tv|com.cnn.iphone","watchnow","420","","","","","5da1f174-58a8-4aba-89c0-c89ec2e79eaa_3_1582500401343","","","812","375"
"","play","","Apple TV App","1","405952270","umc.cmc.2yj3ln6jbih2t3dr689xuslnh","Mur8gxyhM4rM_cpnmDcak_JRLj1LiKHYA9tZBQctzZ8","","ABC|NBC|Classix|Prime Video|Red Bull TV|FOX Latinoamérica|Globoplay|Globosat Play|HBO GO","","Episode","","","","","","","2020-02-23T23:27:02.112Z","click","","","Apple","iPhone","iPhone XS","SALTLAKECITY","US","40.7566","-111.8992","qwest","","UT","[null,null,null,null,null,null,null,umc.cpc.54s6igy1h8msd7ah20262ioy2,umc_id,1,8,null,WrappedArray(1555798219257),swoosh,null,null,null,null,null,null,null,null,null,null,null,null,null]|[null,null,null,null,null,null,null,umc.cpc.ne8qys3soelmoux16ljht9cu,umc_id,2,5,null,WrappedArray(1555798219257),swoosh,null,null,null,null,null,null,null,null,null,null,null,null,null]|[null,null,null,null,null,null,null,ShowRelatedShelf,umc_id,3,3,null,WrappedArray(),Shelf,Related,null,null,null,null,null,null,null,null,null,null,null,null]|[null,null,null,null,null,null,null,umc.cmc.1fo3kk3b8j8o95u1y6s8q3asm,umc_id,4,0,3,WrappedArray(1555798219257),relatedLockup,null,null,null,null,null,null,null,null,null,null,null,null,null]|[null,null,null,null,null,null,null,umc.cmc.6cczzb0ql4f1jxh79z39lpgt4,umc_id,5,1,3,WrappedArray(1555798219257),relatedLockup,null,null,null,null,null,null,null,null,null,null,null,null,null]|[null,null,null,null,null,null,null,umc.cmc.3v6t1mm9t4qz34ztiitfn3x1a,umc_id,6,2,3,WrappedArray(1555798219257),relatedLockup,null,null,null,null,null,null,null,null,null,null,null,null,null]|[null,null,null,null,null,null,null,umc.cmc.84g6qbryan15hhgtkq4o82r0,umc_id,7,3,3,WrappedArray(1555798219257),relatedLockup,null,null,null,null,null,null,null,null,null,null,null,null,null]|[null,null,null,null,null,null,null,umc.cmc.5z89t1dbhzwkjojkwubqoo8gm,umc_id,8,4,3,WrappedArray(1555798219257),relatedLockup,null,null,null,null,null,null,null,null,null,null,null,null,null]|[null,null,null,null,null,null,null,umc.cpc.jrdkz70lvcrnil7wfkk57mcj,umc_id,9,9,null,WrappedArray(1555798219257),swoosh,null,null,null,null,null,null,null,null,null,null,null,null,null]|[null,null,null,null,null,null,null,umc.cmc.5z89t1dbhzwkjojkwubqoo8gm,umc_id,10,4,3,WrappedArray(1555798219257),relatedLockup,null,null,null,null,null,null,null,null,null,null,null,null,null]|[null,null,null,null,null,null,null,umc.cpc.34357yorm1psie95an7nxhu9o,umc_id,11,7,null,WrappedArray(1555798219257),swoosh,null,null,null,null,null,null,null,null,null,null,null,null,null]|[null,null,null,null,null,null,null,umc.cmc.3v6t1mm9t4qz34ztiitfn3x1a,umc_id,12,2,3,WrappedArray(1555798219257),relatedLockup,null,null,null,null,null,null,null,null,null,null,null,null,null]|[null,null,null,null,null,null,null,umc.cmc.6cczzb0ql4f1jxh79z39lpgt4,umc_id,13,1,3,WrappedArray(1555798219257),relatedLockup,null,null,null,null,null,null,null,null,null,null,null,null,null]|[null,null,null,null,null,null,null,umc.cpc.3nvjd48d30psg9oig48d1v61l,umc_id,14,10,null,WrappedArray(1555798219257),swoosh,null,null,null,null,null,null,null,null,null,null,null,null,null]|[null,null,null,null,null,null,null,umc.cpc.b5yzinbxh4vbsqpnd4572wxf,umc_id,15,6,null,WrappedArray(1555798219257),swoosh,null,null,null,null,null,null,null,null,null,null,null,null,null]|[null,null,null,null,null,null,null,umc.cmc.1fo3kk3b8j8o95u1y6s8q3asm,umc_id,16,0,3,WrappedArray(1555798219257),relatedLockup,null,null,null,null,null,null,null,null,null,null,null,null,null]|[null,null,null,null,null,null,null,umc.cmc.3x5fps7nkb97gj9as3ky633sh,umc_id,17,11,null,WrappedArray(1555798219257),lockup,null,null,null,null,null,null,null,null,null,null,null,null,null]","65.126.127.0","","","WiFi","","en-US","13.3.1","","false","iOS","Grace","","umc.cmc.1nfdfd5zlk05fo1bwwetzldy3","TVShow","","","812","3.0","375","","","","United States","com.amazon.aiv.AIVApp|com.apple.Music|com.disney.disneyplus|com.espn.ScoreCenter|com.fxnetworks.ios.FXNOW|com.hbo.hbogo|com.hulu.plus|com.showtime.showtimeanytime|com.turner.TNT","br.com.globosat.muu|com.apple.TVWatchList|com.cnn.iphone|com.dla.ClaroVideo|com.foxnews.foxnews|com.hulu.plus|com.movile.playkids|com.mubi.mubiapp|com.nbcuni.syfy.syfychannel|com.nousguide.rbms|com.smithsonianchannel.SmithsonianChannel|com.viki.viki-ios|com.zumobi.msnbc","watchnow","420","","","","","5da1f174-58a8-4aba-89c0-c89ec2e79eaa_3_1582500401343","","","812","375"
"","Download","","Apple TV App","1.0","405952270","BannerButton_Download","Mur8gxyhM4rM_cpnmDcak_JRLj1LiKHYA9tZBQctzZ8","","","","","","","","","","","2020-02-23T23:26:47.999Z","click","","","Apple","iPhone","iPhone XS","SALTLAKECITY","US","40.7566","-111.8992","qwest","","UT","[null,null,null,null,null,null,null,VMGHR0560108,null,1,0,0,WrappedArray(1591750067986),null,null,null,null,null,null,null,null,null,null,null,null,null,null]|[null,null,null,null,null,null,null,skip,null,2,1,1,WrappedArray(1591750067987),null,Skip,null,null,null,null,null,null,null,null,null,null,null,null]","65.126.127.0","","","WiFi","","","13.3.1","","false","iOS","Grace","","umc.cmc.1nfdfd5zlk05fo1bwwetzldy3","TVShow","","","812","3.0","375","","","","United States","com.amazon.aiv.AIVApp|com.apple.Music|com.disney.disneyplus|com.espn.ScoreCenter|com.fxnetworks.ios.FXNOW|com.hbo.hbogo|com.hulu.plus|com.showtime.showtimeanytime|com.turner.TNT","","watchnow","420","","","","","5da1f174-58a8-4aba-89c0-c89ec2e79eaa_3_1582500401343","","","812","375"
"","Download","","Apple TV App","1.0","405952270","BannerButton_Download","Mur8gxyhM4rM_cpnmDcak_JRLj1LiKHYA9tZBQctzZ8","","","","","","","","","","","2020-02-23T23:26:47.999Z","click","","","Apple","iPhone","iPhone XS","SALTLAKECITY","US","40.7566","-111.8992","qwest","","UT","[null,null,null,null,null,null,null,umc.cmc.2f8qhsa039voq5x0iwn1eixj1,umc_id,1,0,0,WrappedArray(1587938296024),null,The Banker,null,null,null,null,null,null,null,null,null,null,null,null]|[play,null,tvs.sbd.4000,null,Vod,null,null,umc.cmc.2f8qhsa039voq5x0iwn1eixj1,umc_id,2,0,1,WrappedArray(1587938296024),button,Play Movie,null,null,null,null,null,null,null,null,null,null,null,null]|[remove,null,null,null,null,null,null,umc.cmc.2f8qhsa039voq5x0iwn1eixj1,umc_id,3,1,1,WrappedArray(1587938296024),button,In Up Next,null,null,null,null,null,null,null,null,null,null,null,null]","65.126.127.0","","","WiFi","","","13.3.1","","false","iOS","Grace","","","TVShow","","","812","3.0","375","","","","United States","com.amazon.aiv.AIVApp|com.apple.Music|com.disney.disneyplus|com.espn.ScoreCenter|com.fxnetworks.ios.FXNOW|com.hbo.hbogo|com.hulu.plus|com.showtime.showtimeanytime|com.turner.TNT","","watchnow","420","","","","","5da1f174-58a8-4aba-89c0-c89ec2e79eaa_3_1582500401343","","","812","375"
"","","","Apple TV App","1.0","405952270","","Mur8gxyhM4rM_cpnmDcak_JRLj1LiKHYA9tZBQctzZ8","","Hulu|Showtime Anytime|FXNOW|TNT|TBS|ESPN|HBO GO","","","","","","","","","2020-02-23T23:26:41.128Z","enter","","","Apple","iPhone","iPhone XS","SALTLAKECITY","US","40.7566","-111.8992","qwest","","UT","","65.126.127.0","","","WiFi","Prime Video|Music","en-US|el-US|ru-RU","13.3.1","","false","iOS","Grace","","umc.cmc.1nfdfd5zlk05fo1bwwetzldy3","TVShow","","","812","3.0","375","","","","United States","com.amazon.aiv.AIVApp|com.apple.Music|com.disney.disneyplus|com.espn.ScoreCenter|com.fxnetworks.ios.FXNOW|com.hbo.hbogo|com.hulu.plus|com.showtime.showtimeanytime|com.turner.TNT","com.apple.tv|com.espn.fantasyFootball|com.netflix.Netflix|com.turner.TBS","watchnow","420","taskSwitch","","","","5da1f174-58a8-4aba-89c0-c89ec2e79eaa_3_1582500401343","","","812","375"
"","","","Apple TV App","1.0","405952270","","Mur8gxyhM4rM_cpnmDcak_JRLj1LiKHYA9tZBQctzZ8","","Hulu|Showtime Anytime|FXNOW|TNT|TBS|ESPN|HBO GO","","","","","","","","","2020-02-23T22:55:46.517Z","exit","","","Apple","iPhone","iPhone XS","SALTLAKECITY","US","40.7566","-111.8992","qwest","","UT","","65.126.127.0","","","WiFi","Prime Video|Music","en-US|el-US|ru-RU","13.3.1","","false","iOS","Grace","","umc.cmc.1nfdfd5zlk05fo1bwwetzldy3","TVShow","","","812","3.0","375","","","","United States","com.amazon.aiv.AIVApp|com.apple.Music|com.disney.disneyplus|com.espn.ScoreCenter|com.fxnetworks.ios.FXNOW|com.hbo.hbogo|com.hulu.plus|com.showtime.showtimeanytime|com.turner.TNT","com.apple.tv|com.espn.fantasyFootball|com.netflix.Netflix|com.turner.TBS","watchnow","420","taskSwitch","","","","f770baba-19fc-4991-98a0-24192a13e39f_2_1582497894915","","","812","375"
"","","","Apple TV App","1.0","405952270","","Mur8gxyhM4rM_cpnmDcak_JRLj1LiKHYA9tZBQctzZ8","","Hulu|Showtime Anytime|FXNOW|TNT|TBS|ESPN|HBO GO","","","","","","","","","2020-02-23T22:55:43.687Z","enter","","","Apple","iPhone","iPhone XS","SALTLAKECITY","US","40.7566","-111.8992","qwest","","UT","","65.126.127.0","","","WiFi","Prime Video|Music","en-US|el-US|ru-RU","13.3.1","","false","iOS","Grace","","umc.cmc.1nfdfd5zlk05fo1bwwetzldy3","TVShow","","","812","3.0","375","","","","United States","com.amazon.aiv.AIVApp|com.apple.Music|com.disney.disneyplus|com.espn.ScoreCenter|com.fxnetworks.ios.FXNOW|com.hbo.hbogo|com.hulu.plus|com.showtime.showtimeanytime|com.turner.TNT","com.apple.tv|com.espn.fantasyFootball|com.netflix.Netflix|com.turner.TBS","watchnow","420","taskSwitch","","","","f770baba-19fc-4991-98a0-24192a13e39f_2_1582497894915","","","812","375"
"","","","Apple TV App","1","405952270","","Mur8gxyhM4rM_cpnmDcak_JRLj1LiKHYA9tZBQctzZ8","","Hulu|Showtime Anytime|FXNOW|TNT|TBS|ESPN|HBO GO","","","","","","","","","2020-02-23T22:47:12.533Z","impressions","","","Apple","iPhone","iPhone XS","SALTLAKECITY","US","40.7566","-111.8992","qwest","","UT","[null,null,null,null,null,null,null,umc.cmc.3g1mczg6brq5iifcrw6jyfzgh,umc_id,1,0,null,WrappedArray(),ProductBanner,null,null,null,null,null,null,null,null,null,null,null,null,null]|[Play,null,tvs.sbd.4000,null,Show,Subscription,VHRQT0560106,umc.cmc.3g1mczg6brq5iifcrw6jyfzgh,umc_id,2,2,1,WrappedArray(1582498024883, 1582498030151),BannerButton,null,null,null,null,null,null,null,null,null,umc.cmr.atvp.ep.152ewhddozyfs42fz2tlzc5q,null,null,null]|[null,null,null,null,null,null,null,trailers,umc_id,3,2,null,WrappedArray(),Shelf,Trailers,null,null,null,null,null,null,null,null,null,null,null,null]|[play,null,null,null,null,null,1492536341;63844559;Preview,umc.cmr.atvp.vc.4b9f962w3tpq12j73nlesbbyi,umc_id,4,0,3,WrappedArray(1582498030151),trailer,,null,null,null,null,null,null,null,null,null,null,null,null]|[null,null,null,null,null,null,null,episodeShelf,umc_id,5,1,null,WrappedArray(),episodeShelf,null,null,null,null,null,null,null,null,null,null,null,null,null]|[play,null,null,null,Episode,null,null,umc.cmc.3g1mczg6brq5iifcrw6jyfzgh,umc_id,6,5,5,WrappedArray(1582498030151, 1582498031134),lockup,null,null,null,null,null,null,null,null,null,null,null,null,null]","65.126.127.0","","","4G","Prime Video|Music","en-US|el-US|ru-RU","13.3.1","","false","iOS","Grace","","umc.cmc.1nfdfd5zlk05fo1bwwetzldy3","TVShow","","","812","3.0","375","","","","United States","com.amazon.aiv.AIVApp|com.apple.Music|com.disney.disneyplus|com.espn.ScoreCenter|com.fxnetworks.ios.FXNOW|com.hbo.hbogo|com.hulu.plus|com.showtime.showtimeanytime|com.turner.TNT","com.apple.tv|com.espn.fantasyFootball|com.netflix.Netflix|com.turner.TBS","watchnow","420","","","","","f770baba-19fc-4991-98a0-24192a13e39f_2_1582497894915","","","812","375"
"","","","Apple TV App","1.0","405952270","","Mur8gxyhM4rM_cpnmDcak_JRLj1LiKHYA9tZBQctzZ8","","Hulu|Showtime Anytime|FXNOW|TNT|TBS|ESPN|HBO GO","","","","","","","","","2020-02-23T22:47:11.561Z","exit","","","Apple","iPhone","iPhone XS","SALTLAKECITY","US","40.7566","-111.8992","qwest","","UT","","65.126.127.0","","","4G","Prime Video|Music","en-US|el-US|ru-RU","13.3.1","","false","iOS","Grace","","umc.cmc.1nfdfd5zlk05fo1bwwetzldy3","TVShow","","","812","3.0","375","","","","United States","com.amazon.aiv.AIVApp|com.apple.Music|com.disney.disneyplus|com.espn.ScoreCenter|com.fxnetworks.ios.FXNOW|com.hbo.hbogo|com.hulu.plus|com.showtime.showtimeanytime|com.turner.TNT","com.apple.tv|com.espn.fantasyFootball|com.netflix.Netflix|com.turner.TBS","watchnow","420","taskSwitch","","","","f770baba-19fc-4991-98a0-24192a13e39f_2_1582497894915","","","812","375"
"","","","Apple TV App","1","405952270","","Mur8gxyhM4rM_cpnmDcak_JRLj1LiKHYA9tZBQctzZ8","","Hulu|Showtime Anytime|FXNOW|TNT|TBS|ESPN|HBO GO","","","","","","","","","2020-02-23T22:47:04.975Z","page","","","Apple","iPhone","iPhone XS","SALTLAKECITY","US","40.7566","-111.8992","verizon","mobile","UT","","2600:100e:b14f:0:0:0:0:0","","","4G","Prime Video|Music","en-US|el-US|ru-RU","13.3.1","","false","iOS","Grace","WatchNow_edt.cvs.5c3786c3-3593-465b-83ba-ae6a4d33b199|TVShow_umc.cmc.1nfdfd5zlk05fo1bwwetzldy3","umc.cmc.1nfdfd5zlk05fo1bwwetzldy3","TVShow","","","812","3.0","375","","","","United States","com.amazon.aiv.AIVApp|com.apple.Music|com.disney.disneyplus|com.espn.ScoreCenter|com.fxnetworks.ios.FXNOW|com.hbo.hbogo|com.hulu.plus|com.showtime.showtimeanytime|com.turner.TNT","com.apple.tv|com.espn.fantasyFootball|com.netflix.Netflix|com.turner.TBS","watchnow","420","","","","","f770baba-19fc-4991-98a0-24192a13e39f_2_1582497894915","","","812","375"
"","","","Apple TV App","1","405952270","","Mur8gxyhM4rM_cpnmDcak_JRLj1LiKHYA9tZBQctzZ8","","Hulu|Showtime Anytime|FXNOW|TNT|TBS|ESPN|HBO GO","","","","","","","","","2020-02-23T22:47:03.356Z","impressions","","","Apple","iPhone","iPhone XS","SALTLAKECITY","US","40.7566","-111.8992","verizon","mobile","UT","[null,null,null,null,null,null,null,umc.cmc.3g1mczg6brq5iifcrw6jyfzgh,umc_id,1,0,null,WrappedArray(),ProductBanner,null,null,null,null,null,null,null,null,null,null,null,null,null]|[Play,null,tvs.sbd.4000,null,Show,Subscription,VHRQT0560106,umc.cmc.3g1mczg6brq5iifcrw6jyfzgh,umc_id,2,2,1,WrappedArray(1582498016495),BannerButton,null,null,null,null,null,null,null,null,null,umc.cmr.atvp.ep.152ewhddozyfs42fz2tlzc5q,null,null,null]|[null,null,null,null,null,null,null,episodeShelf,umc_id,3,1,null,WrappedArray(),episodeShelf,null,null,null,null,null,null,null,null,null,null,null,null,null]|[play,null,null,null,Episode,null,null,umc.cmc.6025meprcydb4dwfmfyiilhqf,umc_id,4,6,3,WrappedArray(1582498016495),lockup,null,null,null,null,null,null,null,null,null,null,null,null,null]","2600:100e:b14f:0:0:0:0:0","","","4G","Prime Video|Music","en-US|el-US|ru-RU","13.3.1","","false","iOS","Grace","","umc.cmc.1nfdfd5zlk05fo1bwwetzldy3","TVShow","","","812","3.0","375","","","","United States","com.amazon.aiv.AIVApp|com.apple.Music|com.disney.disneyplus|com.espn.ScoreCenter|com.fxnetworks.ios.FXNOW|com.hbo.hbogo|com.hulu.plus|com.showtime.showtimeanytime|com.turner.TNT","com.apple.tv|com.espn.fantasyFootball|com.netflix.Netflix|com.turner.TBS","watchnow","420","","","","","f770baba-19fc-4991-98a0-24192a13e39f_2_1582497894915","","","812","375"
"","navigate","","Apple TV App","1.0","405952270","","Mur8gxyhM4rM_cpnmDcak_JRLj1LiKHYA9tZBQctzZ8","","Hulu|Showtime Anytime|FXNOW|TNT|TBS|ESPN|HBO GO","","","","","","","","","2020-02-23T22:46:55.707Z","enter","","","Apple","iPhone","iPhone XS","SALTLAKECITY","US","40.7566","-111.8992","verizon","mobile","UT","","2600:100e:b14f:0:0:0:0:0","","","4G","Prime Video|Music","en-US|el-US|ru-RU","13.3.1","","false","iOS","Grace","","umc.cmc.1nfdfd5zlk05fo1bwwetzldy3","TVShow","","com.apple.SafariViewService","812","3.0","375","","","","United States","com.amazon.aiv.AIVApp|com.apple.Music|com.disney.disneyplus|com.espn.ScoreCenter|com.fxnetworks.ios.FXNOW|com.hbo.hbogo|com.hulu.plus|com.showtime.showtimeanytime|com.turner.TNT","com.apple.tv|com.espn.fantasyFootball|com.netflix.Netflix|com.turner.TBS","referrals","420","linkedTaskSwitch","","","","f770baba-19fc-4991-98a0-24192a13e39f_2_1582497894915","","","812","375"
